steps MLUPs np time
100, 17.6421, 1, 5.84
100, 31.4212, 2, 3.279
100, 38.9381, 3, 2.646
100, 55.3033, 4, 1.863
100, 57.3984, 5, 1.795
100, 58.8071, 6, 1.752
100, 70.8598, 7, 1.454
100, 69.8509, 8, 1.475
100, 69.2407, 9, 1.488
100, 73.0192, 10, 1.411
100, 75.7018, 11, 1.361
100, 60.146, 12, 1.713
100, 73.6982, 13, 1.398
100, 69.0088, 14, 1.493
100, 61.073, 15, 1.687
100, 46.9385, 16, 2.195
100, 50.1363, 17, 2.055
